sample,xxxfasta,species,ori_species,taxid,fasta
SRR3159150,test_ass/SRR3159150.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3159150.fasta
SRR3223177,test_ass/SRR3223177.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3223177.fasta
ERR356007,test_ass/ERR356007.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR356007.fasta
SRR3381468,test_ass/SRR3381468.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3381468.fasta
DRR039795,test_ass/DRR039795.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/DRR039795.fasta
SRR3225058,test_ass/SRR3225058.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3225058.fasta
SRR16292925,test_ass/SRR16292925.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16292925.fasta
ERR2619019,test_ass/ERR2619019.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR2619019.fasta
SRR14436860,test_ass/SRR14436860.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14436860.fasta
ERR2712196,test_ass/ERR2712196.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR2712196.fasta
SRR16359921,test_ass/SRR16359921.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16359921.fasta
SRR7630358,test_ass/SRR7630358.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR7630358.fasta
SRR5739043,test_ass/SRR5739043.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR5739043.fasta
SRR7821067,test_ass/SRR7821067.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR7821067.fasta
SRR6029764,test_ass/SRR6029764.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR6029764.fasta
SRR13965552,test_ass/SRR13965552.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13965552.fasta
SRR16617692,test_ass/SRR16617692.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16617692.fasta
ERR2712360,test_ass/ERR2712360.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR2712360.fasta
SRR3131163,test_ass/SRR3131163.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3131163.fasta
SRR12519171,test_ass/SRR12519171.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12519171.fasta
SRR11792722,test_ass/SRR11792722.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR11792722.fasta
SRR18399869,test_ass/SRR18399869.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR18399869.fasta
SRR12766383,test_ass/SRR12766383.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12766383.fasta
SRR17250658,test_ass/SRR17250658.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR17250658.fasta
SRR14634823,test_ass/SRR14634823.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14634823.fasta
SRR17311722,test_ass/SRR17311722.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR17311722.fasta
ERR263698,test_ass/ERR263698.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR263698.fasta
ERR356324,test_ass/ERR356324.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR356324.fasta
SRR18215744,test_ass/SRR18215744.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR18215744.fasta
SRR12766455,test_ass/SRR12766455.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12766455.fasta
ERR4686426,test_ass/ERR4686426.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR4686426.fasta
SRR18145521,test_ass/SRR18145521.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR18145521.fasta
SRR16304252,test_ass/SRR16304252.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16304252.fasta
ERR110070,test_ass/ERR110070.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR110070.fasta
SRR17849661,test_ass/SRR17849661.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR17849661.fasta
SRR12569066,test_ass/SRR12569066.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12569066.fasta
SRR17779307,test_ass/SRR17779307.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR17779307.fasta
SRR16492524,test_ass/SRR16492524.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16492524.fasta
SRR16612700,test_ass/SRR16612700.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16612700.fasta
ERR2712299,test_ass/ERR2712299.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR2712299.fasta
ERR2711313,test_ass/ERR2711313.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR2711313.fasta
SRR17943999,test_ass/SRR17943999.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR17943999.fasta
ERR110033,test_ass/ERR110033.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR110033.fasta
SRR6256418,test_ass/SRR6256418.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR6256418.fasta
SRR18507733,test_ass/SRR18507733.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR18507733.fasta
SRR12766439,test_ass/SRR12766439.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12766439.fasta
SRR12743875,test_ass/SRR12743875.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12743875.fasta
SRR15948215,test_ass/SRR15948215.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR15948215.fasta
SRR7452022,test_ass/SRR7452022.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR7452022.fasta
SRR18215766,test_ass/SRR18215766.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR18215766.fasta
SRR12008589,test_ass/SRR12008589.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12008589.fasta
SRR3381533,test_ass/SRR3381533.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3381533.fasta
SRR7821055,test_ass/SRR7821055.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR7821055.fasta
SRR12766447,test_ass/SRR12766447.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12766447.fasta
SRR6030539,test_ass/SRR6030539.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR6030539.fasta
ERR2712320,test_ass/ERR2712320.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR2712320.fasta
SRR721195,test_ass/SRR721195.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR721195.fasta
ERR110047,test_ass/ERR110047.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR110047.fasta
SRR13748157,test_ass/SRR13748157.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13748157.fasta
SRR11671348,test_ass/SRR11671348.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR11671348.fasta
SRR16292934,test_ass/SRR16292934.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16292934.fasta
SRR16913127,test_ass/SRR16913127.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16913127.fasta
ERR4686417,test_ass/ERR4686417.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR4686417.fasta
SRR1988166,test_ass/SRR1988166.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR1988166.fasta
SRR12008603,test_ass/SRR12008603.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12008603.fasta
SRR14436836,test_ass/SRR14436836.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14436836.fasta
SRR3381455,test_ass/SRR3381455.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3381455.fasta
SRR12023721,test_ass/SRR12023721.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12023721.fasta
SRR3146379,test_ass/SRR3146379.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3146379.fasta
SRR12743863,test_ass/SRR12743863.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12743863.fasta
ERR5770807,test_ass/ERR5770807.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR5770807.fasta
ERR110029,test_ass/ERR110029.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR110029.fasta
SRR13965546,test_ass/SRR13965546.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13965546.fasta
ERR4436640,test_ass/ERR4436640.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR4436640.fasta
SRR12569102,test_ass/SRR12569102.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12569102.fasta
SRR12743868,test_ass/SRR12743868.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12743868.fasta
SRR12743933,test_ass/SRR12743933.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR12743933.fasta
SRR16292927,test_ass/SRR16292927.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16292927.fasta
SRR17311695,test_ass/SRR17311695.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR17311695.fasta
ERR2518363,test_ass/ERR2518363.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR2518363.fasta
SRR13362828,test_ass/SRR13362828.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13362828.fasta
ERR2618865,test_ass/ERR2618865.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR2618865.fasta
ERR6132420,test_ass/ERR6132420.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR6132420.fasta
SRR17311720,test_ass/SRR17311720.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR17311720.fasta
SRR18215751,test_ass/SRR18215751.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR18215751.fasta
SRR14852356,test_ass/SRR14852356.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14852356.fasta
SRR14154234,test_ass/SRR14154234.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14154234.fasta
SRR14852250,test_ass/SRR14852250.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14852250.fasta
SRR13619156,test_ass/SRR13619156.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13619156.fasta
SRR13748127,test_ass/SRR13748127.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13748127.fasta
SRR7630393,test_ass/SRR7630393.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR7630393.fasta
SRR14852561,test_ass/SRR14852561.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14852561.fasta
SRR10094376,test_ass/SRR10094376.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR10094376.fasta
SRR3381456,test_ass/SRR3381456.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3381456.fasta
SRR17785563,test_ass/SRR17785563.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR17785563.fasta
ERR4999564,test_ass/ERR4999564.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR4999564.fasta
SRR14852431,test_ass/SRR14852431.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14852431.fasta
SRR3381425,test_ass/SRR3381425.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3381425.fasta
SRR13088659,test_ass/SRR13088659.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13088659.fasta
SRR13088897,test_ass/SRR13088897.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13088897.fasta
SRR17311732,test_ass/SRR17311732.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR17311732.fasta
SRR13965476,test_ass/SRR13965476.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13965476.fasta
SRR13228556,test_ass/SRR13228556.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13228556.fasta
SRR14852579,test_ass/SRR14852579.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14852579.fasta
SRR16492571,test_ass/SRR16492571.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16492571.fasta
SRR15376992,test_ass/SRR15376992.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR15376992.fasta
SRR11554750,test_ass/SRR11554750.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR11554750.fasta
ERR2711692,test_ass/ERR2711692.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR2711692.fasta
SRR3224237,test_ass/SRR3224237.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3224237.fasta
SRR6513751,test_ass/SRR6513751.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR6513751.fasta
SRR14436862,test_ass/SRR14436862.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14436862.fasta
ERR356241,test_ass/ERR356241.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR356241.fasta
SRR14852120,test_ass/SRR14852120.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14852120.fasta
SRR16893781,test_ass/SRR16893781.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16893781.fasta
SRR14862621,test_ass/SRR14862621.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR14862621.fasta
DRR039843,test_ass/DRR039843.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/DRR039843.fasta
SRR7136125,test_ass/SRR7136125.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR7136125.fasta
SRR5739041,test_ass/SRR5739041.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR5739041.fasta
ERR2711669,test_ass/ERR2711669.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/ERR2711669.fasta
SRR15377037,test_ass/SRR15377037.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR15377037.fasta
SRR10276640,test_ass/SRR10276640.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR10276640.fasta
SRR17311685,test_ass/SRR17311685.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR17311685.fasta
SRR3170740,test_ass/SRR3170740.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3170740.fasta
SRR13619224,test_ass/SRR13619224.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13619224.fasta
SRR16893797,test_ass/SRR16893797.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR16893797.fasta
SRR13362837,test_ass/SRR13362837.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR13362837.fasta
SRR3381355,test_ass/SRR3381355.fasta,Acinetobacter_baumannii,acinetobacter_baumannii,470,/well/aanensen/projects/amr-landscape/assemblies/acinetobacter_baumannii/production/fasta_passed_qc/SRR3381355.fasta
SRR3730607,test_ass/SRR3730607.fasta,Staphylococcus_aureus,staphylococcus_aureus,1280,/well/aanensen/projects/amr-landscape/assemblies/staphylococcus_aureus/production/fasta_passed_qc/SRR3730607.fasta
ERR3012726,test_ass/ERR3012726.fasta,Staphylococcus_aureus,staphylococcus_aureus,1280,/well/aanensen/projects/amr-landscape/assemblies/staphylococcus_aureus/production/fasta_passed_qc/ERR3012726.fasta
